X;Y;X;Y;primaryind;nummer;brunnenart;historisch;wasserart_;bezeichnun;Y-dms;X_dms
8.51689364889029;47.367543148938502;8.516893648890290;47.367543148938502;80;556.000000000000000;Brunnen in städtischer Liegenschaft;1938;Verteilnetz;Kindergartengebäude;"N47°22'3.155""";"E8°31'0.817"""
8.511914644056359;47.370172965624498;8.511914644056359;47.370172965624498;81;6025.000000000000000;Notwasserbrunnen;1979;Quellwasser;;"N47°22'12.62""";"E8°30'42.89"""
8.513540723636609;47.370096866521997;8.513540723636609;47.370096866521997;82;211.000000000000000;öffentlicher Brunnen;1959;Quellwasser;Goldbrunnenplatz;"N47°22'12.34""";"E8°30'48.74"""
8.530084006364231;47.365820122461002;8.530084006364231;47.365820122461002;83;110.000000000000000;öffentlicher Brunnen;;Quellwasser;Gutenbergstrasse;"N47°21'56.95""";"E8°31'48.30"""
8.52338365464948;47.369128882162201;8.523383654649480;47.369128882162201;84;209.000000000000000;öffentlicher Brunnen;1946;Verteilnetz;Anlage;"N47°22'8.863""";"E8°31'24.18"""
8.53009925831544;47.371298712442702;8.530099258315440;47.371298712442702;85;240.000000000000000;öffentlicher Brunnen;1950;Verteilnetz;;"N47°22'16.67""";"E8°31'48.35"""
8.52806848639843;47.3712295972174;8.528068486398430;47.371229597217400;86;214.099999999999990;öffentlicher Brunnen;1987;Quellwasser;Trinkbrunnen;"N47°22'16.42""";"E8°31'41.04"""
8.49569671452463;47.367997817036702;8.495696714524630;47.367997817036702;87;506.000000000000000;öffentlicher Brunnen;1970;Verteilnetz;Tramhaltestelle;"N47°22'4.792""";"E8°29'44.50"""
8.49545238708127;47.367583355313499;8.495452387081270;47.367583355313499;88;426.000000000000000;öffentlicher Brunnen;1941;Quellwasser;;"N47°22'3.300""";"E8°29'43.62"""
8.539589643873169;47.371649530571297;8.539589643873169;47.371649530571297;89;760.000000000000000;privater Brunnen;;Quellwasser;neben der Augustinerkirche;"N47°22'17.93""";"E8°32'22.52"""
8.54008802918124;47.369313910081203;8.540088029181240;47.369313910081203;90;35.000000000000000;öffentlicher Brunnen;1877;Verteilnetz;Zentralhof;"N47°22'9.530""";"E8°32'24.31"""
8.534310547508349;47.368696456886603;8.534310547508349;47.368696456886603;91;151.000000000000000;öffentlicher Brunnen;1940;Verteilnetz;;"N47°22'7.307""";"E8°32'3.517"""
8.53273332116729;47.368185300339;8.532733321167290;47.368185300339000;92;780.000000000000000;privater Brunnen;;Verteilnetz;;"N47°22'5.467""";"E8°31'57.83"""
8.53206454683219;47.369556574835698;8.532064546832190;47.369556574835698;93;21.000000000000000;öffentlicher Brunnen;1859;Verteilnetz;;"N47°22'10.40""";"E8°31'55.43"""
8.54154756383328;47.369598108569697;8.541547563833280;47.369598108569697;94;1090.000000000000000;öffentlicher Brunnen;1742;Quellwasser;Fraumünsterdurchgang;"N47°22'10.55""";"E8°32'29.57"""
8.54140355432617;47.370166889108098;8.541403554326170;47.370166889108098;95;6006.000000000000000;Notwasserbrunnen;1977;Quellwasser;;"N47°22'12.60""";"E8°32'29.05"""
8.53941075626879;47.370075402096099;8.539410756268790;47.370075402096099;96;3.000000000000000;öffentlicher Brunnen;1872;Quellwasser;Junobrunnen beim Paradeplatz;"N47°22'12.27""";"E8°32'21.87"""
8.52365150532653;47.367071095296303;8.523651505326530;47.367071095296303;97;198.000000000000000;öffentlicher Brunnen;1931;Verteilnetz;beim Kiosk (Anlagage Sihlhölzli);"N47°22'1.455""";"E8°31'25.14"""
8.52615691547032;47.367916029853397;8.526156915470320;47.367916029853397;98;199.199999999999990;öffentlicher Brunnen;1931;Verteilnetz;;"N47°22'4.497""";"E8°31'34.16"""
8.525117297865039;47.367236561830502;8.525117297865039;47.367236561830502;99;199.300000000000010;öffentlicher Brunnen;1931;Verteilnetz;;"N47°22'2.051""";"E8°31'30.42"""
8.53783283201596;47.364618765210999;8.537832832015960;47.364618765210999;100;125.000000000000000;öffentlicher Brunnen;1909;Verteilnetz;Mosaikbrunnen;"N47°21'52.62""";"E8°32'16.19"""
8.53725302241865;47.367252650168702;8.537253022418650;47.367252650168702;101;6020.000000000000000;Notwasserbrunnen;1978;Quellwasser;;"N47°22'2.109""";"E8°32'14.11"""
8.53154560233299;47.367671939486797;8.531545602332990;47.367671939486797;102;94.000000000000000;öffentlicher Brunnen;1770;Quellwasser;Delphinbrunnen;"N47°22'3.618""";"E8°31'53.56"""
8.537319142564209;47.368432743295301;8.537319142564209;47.368432743295301;103;54.000000000000000;öffentlicher Brunnen;1933;Verteilnetz;;"N47°22'6.357""";"E8°32'14.34"""
8.53607523740807;47.369150373906201;8.536075237408070;47.369150373906201;104;1065.000000000000000;öffentlicher Brunnen;1982;Verteilnetz;Bärenplätzli;"N47°22'8.941""";"E8°32'9.870"""
8.535817636931681;47.371313473457498;8.535817636931681;47.371313473457498;105;18.000000000000000;öffentlicher Brunnen;1820;Verteilnetz;;"N47°22'16.72""";"E8°32'8.943"""
8.541600027069791;47.367069958351699;8.541600027069791;47.367069958351699;106;46.000000000000000;öffentlicher Brunnen;1911;Quellwasser;Geiserbrunnen;"N47°22'1.451""";"E8°32'29.76"""
8.540008004711609;47.367010770140098;8.540008004711609;47.367010770140098;107;45.000000000000000;öffentlicher Brunnen;1909;Verteilnetz;Rebekkabrunnen;"N47°22'1.238""";"E8°32'24.02"""
8.535508348501081;47.3634454445072;8.535508348501081;47.363445444507200;108;156.000000000000000;öffentlicher Brunnen;1945;Verteilnetz;;"N47°21'48.40""";"E8°32'7.830"""
8.495870657402;47.362318033490197;8.495870657402000;47.362318033490197;109;776.000000000000000;privater Brunnen;;Verteilnetz;Hotel Atlantis;"N47°21'44.34""";"E8°29'45.13"""
8.501453040520399;47.363983493731901;8.501453040520399;47.363983493731901;110;196.000000000000000;öffentlicher Brunnen;1930;Verteilnetz;Spielplatz Friesenberg;"N47°21'50.34""";"E8°30'5.230"""
8.50541495273823;47.360237459010698;8.505414952738230;47.360237459010698;111;558.100000000000020;Brunnen in städtischer Liegenschaft;1931;Verteilnetz;Schulhaus Friesenberg;"N47°21'36.85""";"E8°30'19.49"""
8.505754470827959;47.358684272644098;8.505754470827959;47.358684272644098;112;558.200000000000050;Brunnen in städtischer Liegenschaft;1931;Verteilnetz;Schulhaus Friesenberg;"N47°21'31.26""";"E8°30'20.71"""
8.526903193559569;47.358354539240899;8.526903193559569;47.358354539240899;113;6064.000000000000000;Notwasserbrunnen;1987;Quellwasser;;"N47°21'30.07""";"E8°31'36.85"""
8.508963505438;47.357638213476797;8.508963505438000;47.357638213476797;114;204.000000000000000;öffentlicher Brunnen;1937;Quellwasser;;"N47°21'27.49""";"E8°30'32.26"""
8.51440727340564;47.357804572867501;8.514407273405640;47.357804572867501;115;203.000000000000000;öffentlicher Brunnen;1937;Verteilnetz;Ecke Uetlibergstrasse;"N47°21'28.09""";"E8°30'51.86"""
8.511609389316449;47.3589016282586;8.511609389316449;47.358901628258600;116;559.000000000000000;Brunnen in städtischer Liegenschaft;1947;Verteilnetz;Schulpavillon;"N47°21'32.04""";"E8°30'41.79"""
8.529134119229351;47.362745350317603;8.529134119229351;47.362745350317603;117;122.000000000000000;öffentlicher Brunnen;1906;Quellwasser;Anlage bei Kirche Enge;"N47°21'45.88""";"E8°31'44.88"""
8.5356831895489;47.359443901410103;8.535683189548900;47.359443901410103;118;126.000000000000000;öffentlicher Brunnen;1909;Verteilnetz;;"N47°21'33.99""";"E8°32'8.459"""
8.535973434186159;47.358716402281999;8.535973434186159;47.358716402281999;119;960.200000000000050;öffentlicher Brunnen;;Verteilnetz;Seerestaurant;"N47°21'31.37""";"E8°32'9.504"""
8.536150843515269;47.358865349529403;8.536150843515269;47.358865349529403;120;960.100000000000020;öffentlicher Brunnen;;Verteilnetz;Seerestaurant;"N47°21'31.91""";"E8°32'10.14"""
8.52807415895562;47.357425586039199;8.528074158955620;47.357425586039199;121;132.000000000000000;öffentlicher Brunnen;1926;Verteilnetz;;"N47°21'26.73""";"E8°31'41.06"""
8.52929641325548;47.359318613236901;8.529296413255480;47.359318613236901;122;100.000000000000000;öffentlicher Brunnen;1887;Verteilnetz;;"N47°21'33.54""";"E8°31'45.46"""
8.53059331465581;47.357741251446598;8.530593314655810;47.357741251446598;123;534.000000000000000;Brunnen in städtischer Liegenschaft;;Verteilnetz;Rieterpark;"N47°21'27.86""";"E8°31'50.13"""
8.52943676559955;47.360295160916699;8.529436765599550;47.360295160916699;124;535.100000000000020;Brunnen in städtischer Liegenschaft;1887;Verteilnetz;Schulhaus Gabler;"N47°21'37.06""";"E8°31'45.97"""
8.5308196481969;47.357779832103098;8.530819648196900;47.357779832103098;125;1176.000000000000000;Brunnen in städtischer Liegenschaft;1888;Verteilnetz;Rieterpark;"N47°21'28.00""";"E8°31'50.95"""
8.53190368042592;47.395724978311499;8.531903680425920;47.395724978311499;126;460.000000000000000;öffentlicher Brunnen;1936;Verteilnetz;;"N47°23'44.60""";"E8°31'54.85"""
8.536413159713071;47.3983052533451;8.536413159713071;47.398305253345100;127;298.000000000000000;öffentlicher Brunnen;1942;Verteilnetz;;"N47°23'53.89""";"E8°32'11.08"""
8.536725010859851;47.394945499465798;8.536725010859851;47.394945499465798;128;288.000000000000000;öffentlicher Brunnen;1930;Verteilnetz;Schulhaus Milchbuck;"N47°23'41.80""";"E8°32'12.21"""
8.522365568069541;47.393012178020903;8.522365568069541;47.393012178020903;129;457.000000000000000;öffentlicher Brunnen;1930;Quellwasser;;"N47°23'34.84""";"E8°31'20.51"""
8.52279799210716;47.386240633940197;8.522797992107160;47.386240633940197;130;250.000000000000000;öffentlicher Brunnen;1928;Quellwasser;Josefswiese;"N47°23'10.46""";"E8°31'22.07"""
8.530234504080211;47.391393448101603;8.530234504080211;47.391393448101603;131;640.100000000000020;Brunnen in städtischer Liegenschaft;1938;Verteilnetz;Turnhalle und hinter Spielwiese;"N47°23'29.01""";"E8°31'48.84"""
8.530195601752631;47.392889112251801;8.530195601752631;47.392889112251801;132;6032.000000000000000;Notwasserbrunnen;1980;Quellwasser;;"N47°23'34.40""";"E8°31'48.70"""
8.52797049560137;47.392449013892502;8.527970495601370;47.392449013892502;133;444.000000000000000;öffentlicher Brunnen;1942;Verteilnetz;;"N47°23'32.81""";"E8°31'40.69"""
8.53283487628004;47.3982034178891;8.532834876280040;47.398203417889100;134;302.000000000000000;öffentlicher Brunnen;1956;Verteilnetz;;"N47°23'53.53""";"E8°31'58.20"""
8.519886063824449;47.392869123156899;8.519886063824449;47.392869123156899;135;647.000000000000000;Brunnen in städtischer Liegenschaft;1955;Verteilnetz;Wasserspielplatz;"N47°23'34.32""";"E8°31'11.58"""
8.53154048192361;47.390291645542099;8.531540481923610;47.390291645542099;136;640.200000000000050;Brunnen in städtischer Liegenschaft;1938;Verteilnetz;Turnhalle und hinter Spielwiese;"N47°23'25.04""";"E8°31'53.54"""
8.533820612098831;47.388752926227298;8.533820612098831;47.388752926227298;137;456.100000000000020;öffentlicher Brunnen;1928;Verteilnetz;Trinkbrunnen;"N47°23'19.51""";"E8°32'1.754"""
8.533686630992131;47.3886715132221;8.533686630992131;47.388671513222100;138;456.199999999999990;öffentlicher Brunnen;1928;Verteilnetz;Trinkbrunnen;"N47°23'19.21""";"E8°32'1.271"""
8.53384083745153;47.388657530457699;8.533840837451530;47.388657530457699;139;455.000000000000000;öffentlicher Brunnen;1929;Verteilnetz;Wasserspiel;"N47°23'19.16""";"E8°32'1.827"""
8.53309275096994;47.389226866161401;8.533092750969940;47.389226866161401;140;637.000000000000000;Brunnen in städtischer Liegenschaft;1914;Verteilnetz;Schulhaus Letten Im Hofe;"N47°23'21.21""";"E8°31'59.13"""
8.53124988029086;47.3895902181427;8.531249880290860;47.389590218142700;141;463.000000000000000;öffentlicher Brunnen;1955;Verteilnetz;Vorplatz Kirche Letten;"N47°23'22.52""";"E8°31'52.49"""
8.53605006917533;47.386588447268402;8.536050069175330;47.386588447268402;142;1041.000000000000000;Brunnen in städtischer Liegenschaft;1979;Verteilnetz;Schindlergut;"N47°23'11.71""";"E8°32'9.780"""
8.53642498764952;47.391135774547699;8.536424987649520;47.391135774547699;143;6031.000000000000000;Notwasserbrunnen;1980;Quellwasser;;"N47°23'28.08""";"E8°32'11.12"""
8.535540086660991;47.393174063383398;8.535540086660991;47.393174063383398;144;269.000000000000000;öffentlicher Brunnen;1905;Quellwasser;;"N47°23'35.42""";"E8°32'7.944"""
8.526429479877439;47.3910561172654;8.526429479877439;47.391056117265400;145;513.000000000000000;öffentlicher Brunnen;1904;Verteilnetz;Restaurant Rose;"N47°23'27.80""";"E8°31'35.14"""
8.524600116038091;47.392320509158097;8.524600116038091;47.392320509158097;146;440.000000000000000;öffentlicher Brunnen;1883;Verteilnetz;;"N47°23'32.35""";"E8°31'28.56"""
8.49548949766459;47.379123975665998;8.495489497664590;47.379123975665998;147;422.000000000000000;öffentlicher Brunnen;1936;Quellwasser;vav. Sportplatz Utogrund;"N47°22'44.84""";"E8°29'43.76"""
